Id,SalePrice,OverallQual,GrLivArea,FullBath,YearBuilt,GarageCars,GarageArea,ExterQual,BsmtQual
1,208500.0,7,1710,2,2003,2.0,548.0,2,2
2,181500.0,6,1262,2,1976,2.0,460.0,3,2
3,223500.0,7,1786,2,2001,2.0,608.0,2,2
4,140000.0,7,1717,1,1915,3.0,642.0,3,3
5,250000.0,8,2198,2,2000,3.0,836.0,2,2
6,143000.0,5,1362,1,1993,2.0,480.0,3,2
7,307000.0,8,1694,2,2004,2.0,636.0,2,0
8,200000.0,7,2090,2,1973,2.0,484.0,3,2
9,129900.0,7,1774,2,1931,2.0,468.0,3,3
10,118000.0,5,1077,1,1939,1.0,205.0,3,3
11,129500.0,5,1040,1,1965,1.0,384.0,3,3
12,345000.0,9,2324,3,2005,3.0,736.0,0,0
13,144000.0,5,912,1,1962,1.0,352.0,3,3
14,279500.0,7,1494,2,2006,3.0,840.0,2,2
15,157000.0,6,1253,1,1960,1.0,352.0,3,3
16,132000.0,7,854,1,1929,2.0,576.0,3,3
17,149000.0,6,1004,1,1970,2.0,480.0,3,3
18,90000.0,4,1296,2,1967,2.0,516.0,3,4
19,159000.0,5,1114,1,2004,2.0,576.0,3,3
20,139000.0,5,1339,1,1958,1.0,294.0,3,3
21,325300.0,8,2376,3,2005,3.0,853.0,2,0
22,139400.0,7,1108,1,1930,1.0,280.0,3,3
23,230000.0,8,1795,2,2002,2.0,534.0,2,2
24,129900.0,5,1060,1,1976,2.0,572.0,3,2
25,154000.0,5,1060,1,1968,1.0,270.0,3,3
26,256300.0,8,1600,2,2007,3.0,890.0,2,2
27,134800.0,5,900,1,1951,2.0,576.0,3,3
28,306000.0,8,1704,2,2007,3.0,772.0,2,0
29,207500.0,5,1600,1,1957,1.0,319.0,3,3
30,68500.0,4,520,1,1927,1.0,240.0,3,3
31,40000.0,4,1317,1,1920,1.0,250.0,3,3
32,149350.0,5,1228,1,1966,1.0,271.0,3,3
33,179900.0,8,1234,2,2007,2.0,484.0,2,0
34,165500.0,5,1700,1,1959,2.0,447.0,3,3
35,277500.0,9,1561,2,2005,2.0,556.0,0,0
36,309000.0,8,2452,3,2004,3.0,691.0,2,0
37,145000.0,5,1097,1,1994,2.0,672.0,3,2
38,153000.0,5,1297,1,1954,2.0,498.0,3,3
39,109000.0,5,1057,1,1953,1.0,246.0,3,3
40,82000.0,4,1152,2,1955,0.0,0.0,3,4
41,160000.0,6,1324,2,1965,2.0,440.0,3,3
42,170000.0,5,1328,1,1959,1.0,308.0,3,3
43,144000.0,5,884,1,1983,2.0,504.0,3,2
44,130250.0,5,938,1,1975,1.0,308.0,3,2
45,141000.0,5,1150,1,1959,1.0,300.0,3,3
46,319900.0,9,1752,2,2005,2.0,576.0,0,0
47,239686.0,7,2149,1,2003,2.0,670.0,2,0
48,249700.0,8,1656,2,2006,3.0,826.0,2,2
49,113000.0,4,1452,2,1920,0.0,0.0,3,3
50,127000.0,5,955,1,1966,1.0,386.0,3,3
51,177000.0,6,1470,2,1997,2.0,388.0,3,2
52,114500.0,6,1176,1,1934,2.0,528.0,3,3
53,110000.0,5,816,1,1963,2.0,516.0,1,2
54,385000.0,9,1842,0,1981,3.0,894.0,2,0
55,130000.0,5,1360,1,1955,2.0,572.0,3,3
56,180500.0,6,1425,2,1964,2.0,576.0,3,3
57,172500.0,8,1739,2,1999,2.0,480.0,2,2
58,196500.0,7,1720,2,2004,2.0,565.0,2,2
59,438780.0,10,2945,3,2006,3.0,641.0,0,0
60,124900.0,5,780,1,1972,1.0,352.0,3,3
61,158000.0,6,1158,1,2004,2.0,576.0,3,2
62,101000.0,5,1111,1,1920,1.0,288.0,3,3
63,202500.0,8,1370,2,2006,2.0,484.0,2,2
64,140000.0,7,1710,2,1921,2.0,480.0,3,3
65,219500.0,7,2034,2,1997,2.0,645.0,3,2
66,317000.0,8,2473,2,2004,3.0,852.0,2,0
67,180000.0,7,2207,2,1970,2.0,576.0,3,2
68,226000.0,7,1479,2,2003,2.0,558.0,2,2
69,80000.0,4,747,1,1945,1.0,220.0,3,3
70,225000.0,7,2287,2,1953,2.0,667.0,2,3
71,244000.0,7,2223,2,1973,2.0,516.0,3,2
72,129500.0,4,845,1,1982,2.0,360.0,3,3
73,185000.0,7,1718,2,1998,2.0,427.0,3,2
74,144900.0,5,1086,1,1954,2.0,490.0,3,3
75,107400.0,3,1605,2,1915,1.0,379.0,2,1
76,91000.0,4,988,1,1973,1.0,297.0,3,2
77,135750.0,4,952,1,1956,1.0,283.0,3,3
78,127000.0,5,1285,1,1948,1.0,240.0,3,3
79,136500.0,4,1768,2,1968,0.0,0.0,3,3
80,110000.0,5,1230,1,1910,2.0,440.0,3,3
81,193500.0,6,2142,2,1968,1.0,509.0,3,2
82,153500.0,6,1337,2,1998,2.0,405.0,3,0
83,245000.0,8,1563,2,2007,3.0,758.0,3,2
84,126500.0,5,1065,1,1960,2.0,461.0,3,3
85,168500.0,7,1474,2,1995,2.0,400.0,3,2
86,260000.0,8,2417,2,1991,2.0,462.0,2,2
87,174000.0,6,1560,2,2005,2.0,400.0,2,2
88,164500.0,6,1224,2,2009,2.0,528.0,2,2
89,85000.0,3,1526,1,1915,0.0,0.0,1,3
90,123600.0,4,990,1,1994,0.0,0.0,3,2
91,109900.0,4,1040,1,1950,2.0,420.0,3,4
92,98600.0,5,1235,1,1961,2.0,480.0,3,3
93,163500.0,5,964,1,1921,2.0,432.0,3,2
94,133900.0,6,2291,2,1910,2.0,506.0,3,3
95,204750.0,6,1786,2,1997,2.0,684.0,3,2
96,185000.0,6,1470,2,1993,2.0,420.0,0,2
97,214000.0,7,1588,2,1999,2.0,472.0,2,2
98,94750.0,4,960,1,1965,1.0,432.0,3,3
99,83000.0,5,835,1,1920,1.0,366.0,3,3
100,128950.0,4,1225,1,1959,0.0,0.0,3,3
101,205000.0,6,1610,2,1977,2.0,480.0,3,3
102,178000.0,6,1732,2,1985,2.0,476.0,2,2
103,118964.0,5,1535,2,1979,2.0,410.0,3,4
104,198900.0,7,1226,2,2009,3.0,740.0,3,2
105,169500.0,7,1818,1,1931,1.0,240.0,3,3
106,250000.0,8,1992,2,2003,2.0,648.0,2,0
107,100000.0,4,1047,1,1885,1.0,273.0,3,1
108,115000.0,5,789,1,1948,1.0,250.0,3,3
109,115000.0,5,1517,2,1919,0.0,0.0,3,3
110,190000.0,6,1844,2,1977,2.0,546.0,3,2
111,136900.0,6,1855,2,1954,1.0,325.0,3,3
112,180000.0,7,1430,2,2000,2.0,400.0,3,2
113,383970.0,7,2696,2,2007,3.0,792.0,2,0
114,217000.0,6,2259,2,1953,2.0,450.0,3,2
115,259500.0,6,2320,2,1945,1.0,180.0,3,3
116,176000.0,6,1458,2,1999,2.0,440.0,3,2
117,139000.0,5,1092,1,1962,1.0,288.0,3,3
118,155000.0,5,1125,1,2006,2.0,430.0,3,2
119,320000.0,7,3222,3,1990,3.0,594.0,3,2
120,163990.0,6,1456,2,2005,2.0,390.0,2,2
121,180000.0,6,988,1,1969,2.0,540.0,3,3
122,100000.0,4,1123,1,1939,1.0,264.0,3,3
123,136000.0,6,1080,1,1958,1.0,288.0,3,3
124,153900.0,6,1199,2,1993,2.0,530.0,2,2
125,181000.0,6,1586,2,1979,2.0,435.0,3,2
126,84500.0,6,754,1,1935,0.0,0.0,3,3
127,128000.0,6,958,2,1976,2.0,440.0,3,2
128,87000.0,5,840,1,1930,0.0,0.0,3,3
129,155000.0,6,1348,1,1966,2.0,453.0,3,3
130,150000.0,5,1053,1,1958,2.0,750.0,3,3
131,226000.0,7,2157,2,1966,2.0,487.0,3,3
132,244000.0,6,2054,2,2000,2.0,390.0,2,2
133,150750.0,5,1327,1,1959,2.0,624.0,3,3
134,220000.0,8,1296,2,2001,2.0,471.0,2,0
135,180000.0,5,1721,2,1968,2.0,440.0,3,3
136,174000.0,7,1682,2,1970,2.0,530.0,3,3
137,143000.0,5,1214,2,1967,1.0,318.0,3,3
138,171000.0,7,1959,3,1988,3.0,766.0,3,3
139,230000.0,8,1852,2,1999,3.0,660.0,2,2
140,231500.0,6,1764,2,1997,2.0,470.0,3,2
141,115000.0,4,864,1,1971,0.0,0.0,3,3
142,260000.0,7,1734,2,2005,2.0,660.0,2,2
143,166000.0,5,1385,2,1952,2.0,720.0,3,3
144,204000.0,7,1501,2,1999,2.0,577.0,2,2
145,125000.0,5,1728,2,1963,2.0,504.0,3,3
146,130000.0,6,1709,2,2004,2.0,380.0,2,2
147,105000.0,5,875,1,1931,1.0,180.0,3,3
148,222500.0,7,2035,2,2001,2.0,434.0,2,2
149,141000.0,7,1080,1,2004,0.0,0.0,3,2
150,115000.0,5,1344,1,1936,1.0,240.0,3,2
151,122000.0,5,969,1,1975,2.0,440.0,3,3
152,372402.0,8,1710,2,2007,3.0,866.0,2,0
153,190000.0,6,1993,2,1971,2.0,495.0,3,3
154,235000.0,6,1252,1,1960,2.0,564.0,3,2
155,125000.0,6,1200,1,1923,1.0,312.0,3,3
156,79000.0,6,1096,1,1924,0.0,0.0,3,3
157,109500.0,5,1040,1,1950,2.0,625.0,3,4
158,269500.0,8,1968,2,2009,3.0,680.0,2,0
159,254900.0,7,1947,2,2004,2.0,678.0,2,2
160,320000.0,7,2462,2,2005,2.0,576.0,2,2
161,162500.0,6,1232,2,1984,2.0,516.0,3,2
162,412500.0,9,2668,2,2003,3.0,726.0,2,0
163,220000.0,7,1541,2,2005,2.0,532.0,2,2
164,103200.0,4,882,1,1956,0.0,0.0,3,3
165,152000.0,6,1616,2,1926,1.0,216.0,3,3
166,127500.0,5,1355,2,1940,0.0,0.0,3,3
167,190000.0,5,1867,1,1955,1.0,303.0,2,3
168,325624.0,8,2161,1,2007,3.0,789.0,2,0
169,183500.0,7,1720,2,2004,2.0,440.0,2,2
170,228000.0,8,1707,2,1981,2.0,511.0,2,2
171,128500.0,5,1382,1,1941,2.0,660.0,3,3
172,215000.0,6,1656,1,1960,2.0,528.0,3,3
173,239000.0,7,1767,2,1987,2.0,504.0,2,2
174,163000.0,6,1362,1,1961,2.0,504.0,3,3
175,184000.0,6,1651,2,1986,2.0,616.0,3,2
176,243000.0,6,2158,2,1950,2.0,576.0,3,3
177,211000.0,6,2060,2,1988,2.0,521.0,2,2
178,172500.0,5,1920,2,1958,2.0,451.0,2,3
179,501837.0,9,2234,2,2008,3.0,1166.0,0,0
180,100000.0,5,968,1,1923,2.0,480.0,2,3
181,177000.0,6,1525,2,2000,2.0,440.0,2,2
182,200100.0,7,1802,1,1920,1.0,216.0,3,1
183,120000.0,5,1340,1,1957,1.0,252.0,3,4
184,200000.0,7,2082,2,2003,2.0,484.0,3,2
185,127000.0,5,1252,1,1908,2.0,576.0,3,1
186,475000.0,10,3608,2,1892,3.0,840.0,2,3
187,173000.0,7,1217,2,1990,2.0,497.0,3,2
188,135000.0,5,1656,2,1916,1.0,180.0,3,1
189,153337.0,5,1224,0,1979,2.0,528.0,3,2
190,286000.0,8,1593,1,2001,2.0,682.0,2,0
191,315000.0,8,2727,2,1932,2.0,440.0,2,2
192,184000.0,7,1479,1,1972,2.0,484.0,3,3
193,192000.0,7,1431,2,1999,2.0,666.0,2,2
194,130000.0,7,1709,2,2004,2.0,380.0,2,2
195,127000.0,5,864,1,1972,1.0,352.0,3,3
196,148500.0,6,1456,2,1976,2.0,440.0,3,2
197,311872.0,7,1726,2,2007,3.0,786.0,0,0
198,235000.0,8,3112,2,1918,2.0,795.0,2,3
199,104000.0,6,2229,1,1912,0.0,0.0,3,3
200,274900.0,8,1713,2,2004,3.0,856.0,2,0
201,140000.0,4,1121,2,2003,2.0,440.0,3,2
202,171500.0,6,1279,2,1977,2.0,473.0,3,3
203,112000.0,6,1310,2,1924,1.0,398.0,3,1
204,149000.0,6,848,1,2004,2.0,420.0,2,2
205,110000.0,5,1284,1,1947,1.0,240.0,3,3
206,180500.0,7,1442,2,1990,2.0,500.0,3,2
207,143900.0,5,1696,1,1962,1.0,349.0,3,3
208,141000.0,4,1100,1,1960,1.0,312.0,3,3
209,277000.0,7,2062,2,1988,2.0,454.0,2,2
210,145000.0,6,1092,1,1964,2.0,504.0,3,2
211,98000.0,5,864,1,1925,0.0,0.0,3,3
212,186000.0,6,1212,2,2009,2.0,460.0,3,2
213,252678.0,7,1852,2,2009,2.0,644.0,3,2
214,156000.0,5,990,1,1995,2.0,576.0,3,2
215,161750.0,6,1392,1,1977,1.0,299.0,3,2
216,134450.0,5,1236,1,1957,1.0,447.0,3,3
217,210000.0,7,1436,2,2004,2.0,484.0,2,2
218,107000.0,4,1328,1,1925,1.0,210.0,3,3
219,311500.0,7,1954,1,1939,2.0,431.0,2,3
220,167240.0,7,1248,2,2005,2.0,438.0,2,2
221,204900.0,7,1498,2,2006,2.0,675.0,2,2
222,200000.0,6,2267,2,2002,2.0,390.0,2,2
223,179900.0,6,1552,2,1975,2.0,434.0,3,2
224,97000.0,4,864,1,1971,2.0,576.0,3,3
225,386250.0,10,2392,2,2003,3.0,968.0,0,0
226,112000.0,5,1302,2,1971,1.0,280.0,3,3
227,290000.0,7,2520,2,1995,3.0,721.0,2,2
228,106000.0,6,987,1,1970,1.0,280.0,3,3
229,125000.0,5,912,1,1967,1.0,336.0,3,3
230,192500.0,7,1555,2,2005,2.0,430.0,2,2
231,148000.0,6,1194,1,1959,1.0,312.0,3,3
232,403000.0,8,2794,2,1995,3.0,810.0,2,2
233,94500.0,6,987,1,1972,1.0,288.0,3,3
234,128200.0,5,894,1,1976,1.0,308.0,3,3
235,216500.0,6,1960,2,2002,2.0,440.0,2,2
236,89500.0,6,987,1,1971,1.0,264.0,3,3
237,185500.0,7,1414,2,2004,2.0,494.0,2,2
238,194500.0,7,1744,2,1993,2.0,457.0,2,2
239,318000.0,8,1694,2,2007,3.0,818.0,0,0
240,113000.0,6,1487,1,1945,1.0,220.0,3,3
241,262500.0,8,1566,2,2008,2.0,750.0,2,2
242,110500.0,5,866,1,1945,0.0,0.0,3,3
243,79000.0,5,1440,1,1900,1.0,352.0,3,3
244,120000.0,6,1217,1,1980,1.0,288.0,3,2
245,205000.0,7,2110,2,1994,2.0,463.0,2,2
246,241500.0,7,1872,2,1988,2.0,604.0,3,2
247,137000.0,6,1928,2,1910,1.0,440.0,3,1
248,140000.0,6,1375,1,1954,2.0,451.0,3,3
249,180000.0,7,1668,2,2003,2.0,500.0,2,2
250,277000.0,6,2144,2,1958,2.0,389.0,2,2
251,76500.0,3,1306,1,1940,0.0,0.0,3,3
252,235000.0,8,1625,2,2006,2.0,538.0,2,2
253,173000.0,6,1640,2,2004,2.0,520.0,2,2
254,158000.0,6,1302,2,1964,1.0,309.0,3,2
255,145000.0,5,1314,1,1957,1.0,294.0,3,3
256,230000.0,7,2291,2,1999,2.0,429.0,2,2
257,207500.0,6,1728,2,2003,2.0,673.0,2,2
258,220000.0,7,1604,2,2006,2.0,660.0,2,2
259,231500.0,7,1792,2,2001,2.0,564.0,2,2
260,97000.0,5,882,1,1956,1.0,308.0,3,4
261,176000.0,6,1382,1,1962,2.0,884.0,3,3
262,276000.0,8,2574,2,2007,3.0,868.0,2,0
263,151000.0,6,1212,1,1977,2.0,492.0,3,2
264,130000.0,5,1316,1,1929,2.0,484.0,3,3
265,73000.0,5,764,1,1925,2.0,504.0,3,1
266,175500.0,6,1422,2,1981,2.0,576.0,3,2
267,185000.0,6,1511,2,1997,2.0,413.0,3,2
268,179500.0,5,2192,2,1939,1.0,240.0,3,3
269,120500.0,5,778,1,1940,1.0,924.0,3,3
270,148000.0,6,1113,1,1976,1.0,504.0,3,3
271,266000.0,8,1939,2,2006,3.0,1053.0,2,2
272,241500.0,7,1363,1,1954,2.0,439.0,3,2
273,290000.0,8,2270,2,1999,3.0,671.0,2,2
274,139000.0,6,1632,2,1958,1.0,338.0,3,3
275,124500.0,5,816,1,1982,1.0,264.0,3,3
276,205000.0,7,1548,2,1925,2.0,672.0,2,3
277,201000.0,7,1560,2,2003,2.0,573.0,2,0
278,141000.0,4,864,1,1951,2.0,400.0,3,3
279,415298.0,9,2121,2,2006,3.0,732.0,0,0
280,192000.0,7,2022,2,1977,2.0,505.0,3,2
281,228500.0,7,1982,2,1989,2.0,575.0,2,2
282,185000.0,6,1262,2,2006,2.0,572.0,2,2
283,207500.0,7,1314,2,2007,2.0,626.0,2,2
284,244600.0,8,1468,2,2008,3.0,898.0,2,2
285,179200.0,6,1575,2,1992,2.0,529.0,2,2
286,164700.0,7,1250,2,2006,2.0,528.0,2,2
287,159000.0,6,1734,1,1962,2.0,440.0,3,3
288,88000.0,4,858,1,1971,0.0,0.0,3,3
289,122000.0,5,900,1,1967,1.0,280.0,3,3
290,153575.0,6,1396,1,1915,1.0,384.0,3,3
291,233230.0,8,1919,2,2006,2.0,685.0,2,2
292,135900.0,5,1716,2,1912,0.0,0.0,3,3
293,131000.0,5,1716,1,1949,1.0,281.0,3,3
294,235000.0,7,2263,2,1977,2.0,539.0,3,3
295,167000.0,6,1644,1,1953,2.0,418.0,3,3
296,142500.0,6,1003,1,1984,2.0,588.0,3,3
297,152000.0,5,1558,1,1950,1.0,282.0,3,3
298,239000.0,7,1950,2,1997,2.0,576.0,2,2
299,175000.0,6,1743,1,1968,2.0,539.0,2,3
300,158500.0,6,1152,1,1950,1.0,300.0,3,3
301,157000.0,5,1336,1,1953,1.0,375.0,3,3
302,267000.0,8,2452,2,1998,2.0,683.0,2,2
303,205000.0,7,1541,2,2001,3.0,843.0,2,2
304,149900.0,5,894,1,1972,2.0,552.0,3,3
305,295000.0,7,3493,3,1880,3.0,870.0,3,3
306,305900.0,8,2000,2,2004,3.0,888.0,2,2
307,225000.0,7,2243,2,1990,3.0,746.0,2,2
308,89500.0,6,1406,1,1920,0.0,0.0,3,3
309,82500.0,4,861,1,1940,2.0,539.0,3,3
310,360000.0,9,1944,2,2003,3.0,708.0,2,0
311,165600.0,6,1501,2,1993,2.0,420.0,3,2
312,132000.0,6,972,1,1948,1.0,240.0,3,3
313,119900.0,5,1118,1,1939,2.0,410.0,3,2
314,375000.0,7,2036,2,1965,2.0,513.0,3,2
315,178000.0,7,1641,1,1925,2.0,546.0,3,3
316,188500.0,7,1432,2,2004,2.0,432.0,2,2
317,260000.0,7,2353,2,1980,2.0,484.0,2,2
318,270000.0,8,1959,2,2006,3.0,1025.0,2,2
319,260000.0,7,2646,2,1993,3.0,656.0,2,2
320,187500.0,7,1472,2,1980,2.0,588.0,3,2
321,342643.0,9,2596,3,2006,3.0,840.0,3,0
322,354000.0,8,2468,2,2004,3.0,872.0,2,0
323,301000.0,7,2730,2,1986,2.0,576.0,2,3
324,126175.0,3,1163,1,1955,1.0,220.0,3,3
325,242000.0,7,2978,2,1967,2.0,564.0,2,2
326,87000.0,5,803,1,1941,2.0,360.0,3,3
327,324000.0,8,1719,1,1993,2.0,473.0,2,2
328,145250.0,6,1383,1,1960,1.0,292.0,3,3
329,214500.0,6,2134,2,1916,2.0,441.0,3,3
330,78000.0,5,1192,1,1920,1.0,189.0,3,3
331,119000.0,5,1728,2,1964,1.0,352.0,3,3
332,139000.0,5,1056,1,1958,1.0,308.0,3,3
333,284000.0,8,1629,2,2003,3.0,880.0,2,2
334,207000.0,7,1358,2,2004,2.0,484.0,2,2
335,192000.0,6,1638,2,1998,2.0,472.0,3,2
336,228950.0,5,1786,2,1965,2.0,529.0,3,3
337,377426.0,9,1922,2,2005,3.0,676.0,2,0
338,214000.0,7,1536,2,2002,2.0,532.0,2,2
339,202500.0,7,1621,2,1984,2.0,440.0,2,2
340,155000.0,6,1215,1,1958,1.0,297.0,3,3
341,202900.0,8,1908,2,2002,2.0,431.0,2,2
342,82000.0,4,841,1,1950,1.0,294.0,1,3
343,87500.0,3,1040,2,1949,2.0,400.0,3,4
344,266000.0,9,1684,2,2005,2.0,564.0,0,0
345,85000.0,5,1112,1,1976,1.0,336.0,3,2
346,140200.0,6,1577,1,1939,1.0,312.0,3,3
347,151500.0,6,958,1,1960,1.0,301.0,3,3
348,157500.0,6,1478,2,1960,2.0,498.0,3,3
349,154000.0,7,1626,2,2003,2.0,474.0,2,2
350,437154.0,9,2728,2,2005,3.0,706.0,0,0
351,318061.0,9,1869,2,2007,2.0,617.0,0,0
352,190000.0,7,1453,1,1986,2.0,445.0,3,2
353,95000.0,5,1111,1,1941,1.0,200.0,3,3
354,105900.0,6,720,1,1928,2.0,484.0,3,3
355,140000.0,6,1595,1,1940,1.0,240.0,3,3
356,177500.0,6,1200,2,1995,2.0,521.0,2,2
357,173000.0,6,1167,2,1992,2.0,400.0,3,2
358,134000.0,5,1142,1,1976,2.0,528.0,3,2
359,130000.0,5,1352,1,1958,1.0,288.0,3,3
360,280000.0,8,1924,2,1998,2.0,592.0,2,2
361,156000.0,6,912,1,1978,2.0,470.0,3,2
362,145000.0,5,1505,1,1940,1.0,240.0,3,3
363,198500.0,7,1922,3,2003,2.0,672.0,2,4
364,118000.0,6,987,1,1972,1.0,264.0,3,3
365,190000.0,6,1574,2,1976,2.0,566.0,3,2
366,147000.0,5,1344,1,1920,1.0,468.0,3,3
367,159000.0,6,1394,1,1963,2.0,514.0,3,2
368,165000.0,6,1431,1,1962,1.0,296.0,3,2
